date,BK,FANG,JNJ,LUV,MU,NKE,SBUX,T,WDC,WRK
2015-06-24,43.29,77.955,77.955,34.35,24.06,53.11,53.71,35.78,87.73,58.5699
2015-06-25,42.85,76.39,76.39,34.49,24.02,52.61,54.07,36.18,85.95,57.2022
2015-06-26,42.98,75.25,75.25,34.32,19.66,54.855,54.62,36.12,84.45,57.2022
2015-06-29,41.79,75.16,75.16,33.18,18.73,53.835,53.55,35.77,81.96,56.1857
2015-06-30,41.97,75.38,75.38,33.09,18.84,54.01,53.615,35.52,78.42,56.2781
2015-07-01,42.18,72.82,72.82,32.62,18.78,54.715,53.89,35.57,79.44,57.6643
2015-07-02,41.79,73.13,73.13,32.51,19.07,54.935,54.24,35.73,80.87,60.0577
2015-07-06,41.55,70.21,70.21,33.03,18.32,54.92,54.305,35.61,79.815,58.9118
2015-07-07,41.54,71.06,71.06,33.41,18.2,55.645,54.375,35.77,79.82,57.729
2015-07-08,40.54,69.29,69.29,32.36,17.63,54.635,53.39,34.79,78.31,55.1784
2015-07-09,40.99,70.86,70.86,32.52,17.15,54.72,54.05,34.39,77.35,54.9936
2015-07-10,41.71,70.89,70.89,33.83,17.57,55.26,54.57,34.65,77.1,56.7402
2015-07-13,42.38,71.31,71.31,33.93,17.61,56.205,55.7,34.88,77.71,57.4055
2015-07-14,42.53,73.34,73.34,33.86,19.61,56.17,55.75,35.12,78.36,57.4702
2015-07-15,42.67,70.69,70.69,33.92,18.89,55.95,55.34,34.73,78.69,56.9435
2015-07-16,43.07,69.19,69.19,34.57,19.61,56.17,55.74,35.16,78.89,57.5904
2015-07-17,42.82,66.27,66.27,34.76,20.12,56.4,55.69,35.01,78.93,57.0636
2015-07-20,42.98,64.83,64.83,34.31,18.89,56.565,56.21,34.9,78.38,56.8788
2015-07-21,44.15,65.97,65.97,34.71,18.88,56.495,56.2,34.57,78.69,55.3078
2015-07-22,44.73,66.24,66.24,35.12,18.0,57.045,56.69,34.27,78.52,55.5758
2015-07-23,44.47,66.29,66.29,36.48,18.7,57.0,56.56,33.93,77.9,55.3078
2015-07-24,43.72,63.9,63.9,35.0,18.34,56.495,57.29,34.29,77.26,54.4391
2015-07-27,43.26,63.3,63.3,35.09,18.12,55.865,56.98,34.32,76.49,53.7738
2015-07-28,43.59,64.99,64.99,36.06,19.75,56.735,57.14,34.33,77.74,54.8365
2015-07-29,43.78,67.65,67.65,35.52,19.87,57.46,57.51,34.69,78.75,54.8827
2015-07-30,43.93,67.68,67.68,36.31,19.9,57.505,58.06,34.8,86.44,58.0616
2015-07-31,43.4,67.3,67.3,36.2,18.51,57.61,57.93,34.74,86.06,58.2742
2015-08-03,43.4,66.82,66.82,37.53,19.0,57.415,58.19,34.66,85.85,58.3758
2015-08-04,43.89,67.99,67.99,37.93,19.01,57.885,58.7,34.58,84.39,57.8214
2015-08-05,44.4,68.37,68.37,37.89,18.91,58.375,59.01,34.57,84.69,57.9877
2015-08-06,44.28,70.48,70.48,37.81,18.72,57.56,57.23,34.24,84.19,57.0544
2015-08-07,44.75,68.84,68.84,37.58,18.44,57.255,57.2,34.21,83.51,57.8121
2015-08-10,45.26,70.19,70.19,37.79,18.82,57.68,56.27,34.78,84.96,58.2003
2015-08-11,44.67,70.87,70.87,38.36,17.88,57.23,56.35,34.65,83.19,58.5884
2015-08-12,43.9,72.48,72.48,38.68,18.19,56.53,56.38,34.02,83.16,58.5052
2015-08-13,43.87,71.67,71.67,38.97,17.7,56.8,56.85,33.81,81.57,58.3389
2015-08-14,44.07,73.9,73.9,39.36,16.95,57.18,57.1,34.05,82.5,58.4313
2015-08-17,44.06,72.21,72.21,40.45,17.22,57.49,57.74,34.23,83.6,58.5329
2015-08-18,44.35,73.38,73.38,40.19,16.38,57.41,57.83,34.35,83.31,58.3666
2015-08-19,44.18,71.84,71.84,40.45,15.9,57.48,57.59,34.36,81.71,57.3593
2015-08-20,42.8,70.23,70.23,39.06,14.74,56.15,55.81,33.95,79.79,56.0748
2015-08-21,41.45,66.55,66.55,37.91,14.53,53.435,52.84,33.38,79.44,54.5316
2015-08-24,38.64,61.75,61.75,37.21,14.44,51.935,50.34,32.37,76.92,52.1751
2015-08-25,37.78,60.82,60.82,36.52,14.27,51.765,51.09,31.8,75.16,51.2879
2015-08-26,39.47,62.09,62.09,37.39,14.42,54.38,53.96,32.69,78.63,52.1658
2015-08-27,40.8,65.7,65.7,37.31,15.67,56.31,55.95,33.44,81.41,54.7256
2015-08-28,40.67,66.56,66.56,37.1,15.96,56.25,55.63,33.29,81.28,55.6867
2015-08-31,39.8,68.29,68.29,36.7,16.41,55.875,54.71,33.2,81.96,54.8458
2015-09-01,38.34,64.52,64.52,36.36,15.82,54.315,53.5,32.32,80.45,53.9956
2015-09-02,39.02,67.45,67.45,37.72,16.29,55.35,55.26,32.82,81.15,53.7553
2015-09-03,39.28,66.98,66.98,37.43,16.59,55.425,54.69,33.04,81.8,54.2636
2015-09-04,38.49,66.0,66.0,37.23,16.82,54.845,54.28,32.56,80.02,52.9975
2015-09-08,39.32,67.31,67.31,38.11,17.53,55.875,55.21,33.14,83.9,54.1527
2015-09-09,38.98,65.05,65.05,38.3,16.96,54.93,54.69,32.78,82.39,53.8292
2015-09-10,39.33,66.88,66.88,38.36,17.2,55.19,55.37,32.75,81.24,54.2821
2015-09-11,39.56,66.31,66.31,38.54,16.8,55.91,56.53,32.72,80.53,54.2913
2015-09-14,39.56,65.72,65.72,38.87,16.7,55.945,56.29,32.55,80.64,55.0583
2015-09-15,40.06,66.7,66.7,38.9,16.52,56.92,56.91,32.86,80.74,55.1507
2015-09-16,40.23,69.89,69.89,39.14,16.68,57.79,57.26,32.94,81.16,54.3283
2015-09-17,39.81,69.81,69.81,39.49,16.41,57.635,57.28,32.78,80.73,53.3487
2015-09-18,38.86,69.0,69.0,39.47,15.5,57.525,56.84,32.55,75.87,51.4728
2015-09-21,39.43,69.42,69.42,39.38,15.75,58.28,57.54,32.56,76.26,51.6206
2015-09-22,38.85,69.18,69.18,38.24,15.41,57.985,57.12,32.27,72.05,49.8463
2015-09-23,38.82,66.49,66.49,38.58,14.81,57.715,57.79,32.2,71.44,48.7836
2015-09-24,38.52,66.67,66.67,38.17,15.34,57.395,58.37,32.11,71.4,48.34
2015-09-25,39.6,66.01,66.01,38.09,14.91,62.5,57.99,32.33,70.47,48.0074
2015-09-28,38.2,62.63,62.63,37.45,14.06,61.07,55.77,31.9,68.25,46.1776
2015-09-29,38.44,63.0,63.0,37.68,14.38,59.835,55.72,32.07,69.37,46.7321
2015-09-30,39.15,64.6,64.6,38.04,14.98,61.485,56.84,32.58,79.44,47.5361
2015-10-01,39.36,65.56,65.56,38.41,14.77,61.915,57.48,32.53,77.89,48.0536
2015-10-02,39.17,69.36,69.36,38.38,15.91,62.605,58.08,32.64,79.44,48.9869
2015-10-05,40.15,72.21,72.21,39.3,17.57,62.135,59.04,33.43,82.14,49.9942
2015-10-06,39.96,72.58,72.58,38.0,18.22,61.595,58.69,33.31,83.02,50.1883
2015-10-07,40.55,73.65,73.65,38.71,18.62,61.05,58.78,33.12,84.49,49.9572
2015-10-08,40.87,76.22,76.22,38.76,18.72,62.455,59.46,33.4,85.27,50.0774
2015-10-09,40.45,76.95,76.95,39.94,18.16,62.47,60.07,33.14,86.0,53.2008
2015-10-12,40.46,76.91,76.91,41.22,18.03,63.215,60.54,33.3,85.01,52.055
2015-10-13,39.84,76.17,76.17,40.82,18.18,62.905,60.16,33.22,84.37,51.3249
2015-10-14,39.26,76.43,76.43,40.84,18.82,62.92,58.82,33.27,83.19,51.5282
2015-10-15,40.48,75.68,75.68,41.24,18.66,64.395,59.69,33.49,81.12,51.7592
2015-10-16,40.49,77.18,77.18,40.56,18.5,65.235,59.93,33.83,79.52,51.5559
2015-10-19,40.17,73.31,73.31,41.41,19.16,66.605,60.97,33.63,80.48,50.1513
2015-10-20,41.25,73.36,73.36,41.38,17.09,66.185,60.88,33.75,74.86,49.68
2015-10-21,40.84,71.27,71.27,41.04,16.43,66.235,60.53,33.6,71.44,48.5803
2015-10-22,41.65,72.35,72.35,44.08,16.72,66.205,61.49,33.96,69.96,48.5156
2015-10-23,42.25,71.92,71.92,45.23,17.24,65.265,62.61,33.74,69.34,49.3196
2015-10-26,41.89,72.88,72.88,45.77,16.58,65.69,63.43,33.66,67.16,49.2179
2015-10-27,41.71,72.56,72.56,45.47,16.68,65.41,62.71,33.21,67.17,49.0424
2015-10-28,43.07,75.5,75.5,45.41,16.92,65.645,63.51,33.42,67.52,50.2807
2015-10-29,42.45,75.4,75.4,45.82,16.21,65.56,62.5,33.55,67.82,49.9572
2015-10-30,41.65,73.84,73.84,46.29,16.56,65.515,62.57,33.51,66.82,49.68
2015-11-02,42.25,73.41,73.41,46.74,17.09,65.595,62.24,33.61,67.84,49.9942
2015-11-03,42.65,77.26,77.26,46.96,17.835,65.7,62.8,33.63,68.53,49.181000000000004
2015-11-04,42.59,76.08,76.08,46.64,17.44,65.18,61.96,33.48,68.55,49.2087
2015-11-05,43.29,77.09,77.09,46.67,16.51,65.93,62.28,33.34,67.85,47.4806
2015-11-06,44.19,77.79,77.79,46.85,16.45,65.89,61.97,33.16,67.89,49.5876
2015-11-09,43.67,79.62,79.62,46.37,15.84,65.24,61.34,32.84,66.61,47.9612
2015-11-10,43.63,79.6,79.6,46.46,15.545,65.0,62.18,32.79,63.58,47.4344
2015-11-11,43.84,79.83,79.83,46.72,15.5,63.71,61.87,32.92,62.6,47.647
2015-11-12,43.18,78.09,78.09,46.69,15.35,62.99,61.07,32.69,62.4,45.5308
2015-11-13,42.67,76.72,76.72,45.89,15.0,60.93,59.74,32.31,60.23,44.8654
2015-11-16,42.93,79.66,79.66,45.74,14.89,61.73,60.68,33.04,61.65,44.2925
2015-11-17,42.91,79.61,79.61,45.93,15.28,61.29,60.55,33.26,62.46,44.1261
2015-11-18,44.0,81.42,81.42,46.31,15.61,62.89,61.8,33.54,64.24,45.808
2015-11-19,43.83,77.06,77.06,46.87,15.87,62.89,61.46,33.62,62.01,46.3717
2015-11-20,43.74,77.47,77.47,47.32,15.43,66.325,61.99,33.66,61.71,46.306999999999995
2015-11-23,43.67,79.74,79.74,47.47,15.32,66.23,62.64,33.46,61.32,46.575
2015-11-24,43.68,79.94,79.94,46.23,15.63,66.255,61.96,33.39,61.83,46.6674
2015-11-25,43.93,78.7,78.7,45.88,15.58,67.065,62.19,33.45,61.63,46.4641
2015-11-27,43.88,77.52,77.52,45.82,15.56,67.165,62.18,33.57,61.73,46.5842
2015-11-30,43.84,78.02,78.02,45.88,15.93,66.14,61.39,33.67,62.41,46.7875
2015-12-01,43.91,78.2,78.2,47.04,16.55,66.655,61.37,33.77,63.93,47.1479
2015-12-02,43.49,76.79,76.79,47.51,15.82,66.325,61.22,33.56,62.4,46.5473
2015-12-03,42.98,76.75,76.75,47.29,15.61,64.56,59.55,33.1,63.62,46.6951
2015-12-04,44.06,76.31,76.31,49.41,15.5,66.165,61.75,34.11,64.58,46.5935
2015-12-07,43.59,73.85,73.85,49.58,14.85,65.8,61.89,34.27,63.37,45.2443
2015-12-08,43.15,74.94,74.94,45.04,14.6,65.85,62.16,33.85,64.0,44.3571
2015-12-09,42.4,77.02,77.02,44.5,14.32,64.42,61.18,33.57,62.95,44.4033
2015-12-10,42.27,79.09,79.09,45.25,14.66,64.32,61.87,33.67,63.35,43.3499
2015-12-11,40.77,76.56,76.56,43.42,14.04,63.145,59.82,33.17,62.08,42.2871
2015-12-14,40.39,75.61,75.61,43.77,13.66,63.93,59.92,33.6,59.375,40.7993
2015-12-15,42.04,76.51,76.51,44.22,14.18,64.305,59.98,33.81,60.88,40.2633
2015-12-16,42.7,72.36,72.36,44.8,14.07,65.465,60.35,34.4,60.96,41.5109
2015-12-17,41.26,68.75,68.75,43.51,14.32,65.11,59.515,34.03,59.4,41.4647
2015-12-18,40.22,66.16,66.16,42.74,14.36,64.26,58.62,33.6,58.86,40.7439
2015-12-21,40.59,62.2,62.2,43.37,14.77,64.9,59.54,34.09,59.06,41.1043
2015-12-22,40.99,63.35,63.35,43.54,14.61,65.925,59.99,34.41,59.69,40.6977
2015-12-23,41.35,67.46,67.46,43.44,14.3,64.355,60.34,34.78,60.32,42.0561
2015-12-24,41.23,67.92,67.92,43.9,14.48,63.18,60.32,34.66,61.22,42.0561
2015-12-28,41.14,65.43,65.43,43.82,14.19,63.81,60.19,34.76,60.3,42.167
2015-12-29,41.72,66.44,66.44,44.34,14.34,64.26,61.13,34.93,61.06,42.3888
2015-12-30,41.28,66.02,66.02,43.35,14.16,63.25,60.82,34.74,61.09,42.2871
2015-12-31,41.22,66.9,66.9,43.06,14.16,62.5,60.03,34.41,60.05,42.1578
2016-01-04,39.97,66.11,66.11,41.96,14.33,61.52,58.26,34.35,60.4,42.0654
2016-01-05,39.82,65.19,65.19,42.46,14.82,62.38,58.65,34.59,60.14,42.0376
2016-01-06,38.82,62.2,62.2,42.85,14.22,61.49,58.13,34.06,58.8,40.8733
2016-01-07,37.84,60.4,60.4,41.95,13.66,59.85,56.69,33.51,57.83,40.4666
2016-01-08,37.15,60.76,60.76,42.21,13.33,58.87,56.63,33.54,55.39,38.7478
2016-01-11,37.42,57.6,57.6,42.04,12.53,59.55,57.82,33.95,52.8,36.7425
2016-01-12,37.72,58.52,58.52,42.68,12.72,59.94,59.46,33.9,52.36,35.4395
2016-01-13,36.46,59.51,59.51,40.4,12.06,58.78,57.87,33.74,49.99,35.0791
2016-01-14,37.07,62.68,62.68,40.47,12.02,58.51,58.98,34.3,49.25,35.5781
2016-01-15,35.78,63.16,63.16,39.77,11.08,57.56,58.0,33.99,47.24,34.2382
2016-01-19,35.93,60.48,60.48,39.6,10.8,58.32,58.55,34.51,46.45,33.6929
2016-01-20,35.47,60.91,60.91,39.3,10.05,59.04,56.92,33.9,45.79,33.3141
2016-01-21,34.31,64.1,64.1,39.5,10.85,60.56,59.03,34.54,43.94,33.6467
2016-01-22,35.15,66.17,66.17,39.0,11.07,60.88,59.17,35.14,44.75,34.8758
2016-01-25,34.67,62.08,62.08,38.2,10.48,60.7,57.71,35.0,42.47,29.6731
2016-01-26,35.56,66.53,66.53,38.37,10.55,61.11,58.61,35.4,45.34,29.6454
2016-01-27,35.43,68.27,68.27,37.29,10.39,59.58,57.63,35.48,43.67,30.1259
2016-01-28,35.37,72.79,72.79,36.19,9.885,61.2,59.285,35.53,45.69,29.248
2016-01-29,36.22,75.55,75.55,37.62,11.03,62.01,60.77,36.06,47.98,32.6025
2016-02-01,35.5,72.6,72.6,38.31,10.96,63.16,61.4,36.18,49.19,32.353
2016-02-02,34.29,71.25,71.25,36.47,10.59,62.55,60.695,36.06,46.89,30.8282
2016-02-03,34.34,74.88,74.88,36.84,10.76,62.49,59.53,36.72,48.04,30.781999999999996
2016-02-04,34.95,72.0,72.0,37.55,11.23,60.17,58.29,36.53,49.14,31.816999999999997
2016-02-05,34.46,67.31,67.31,35.69,11.0,57.17,54.49,36.88,45.86,30.8652
2016-02-08,33.3,69.95,69.95,34.72,10.17,55.04,54.14,37.11,41.91,29.747
2016-02-09,33.6,67.06,67.06,35.25,9.98,55.68,54.42,36.65,40.18,30.2091
2016-02-10,33.56,67.33,67.33,35.54,9.9,57.41,55.14,36.43,40.23,28.9708
2016-02-11,32.74,67.9,67.9,35.34,9.69,56.0,54.92,36.21,40.1,27.6678
2016-02-12,33.83,69.13,69.13,36.24,10.02,56.42,55.86,36.47,41.08,28.675
2016-02-16,34.55,67.97,67.97,37.08,10.81,57.79,56.41,36.65,42.78,29.1186
2016-02-17,34.91,70.44,70.44,38.51,11.43,58.17,57.63,36.64,43.29,30.2275
2016-02-18,34.54,70.25,70.25,39.0,11.49,58.6,56.96,36.99,44.41,30.246
2016-02-19,34.93,72.08,72.08,39.31,11.16,59.31,57.67,36.57,44.12,29.1648
2016-02-22,35.43,73.7,73.7,40.82,11.05,60.17,58.87,36.86,46.1,29.8949
2016-02-23,35.06,69.99,69.99,41.08,10.49,60.21,58.46,36.74,42.77,30.1074
2016-02-24,34.77,71.72,71.72,41.36,10.64,60.4,58.11,37.1,43.92,29.8579
2016-02-25,35.33,71.56,71.56,42.59,10.72,62.38,58.75,37.37,43.99,29.9596
2016-02-26,36.12,72.6,72.6,42.17,10.7,62.6,58.34,37.13,43.89,31.013
2016-02-29,35.39,71.25,71.25,41.95,10.63,61.59,58.21,36.95,43.53,31.2071
2016-03-01,36.8,72.49,72.49,42.5,11.07,62.92,60.04,37.39,46.1,32.7134
2016-03-02,37.42,74.0,74.0,41.94,11.68,62.22,59.56,37.69,47.35,34.0996
2016-03-03,37.69,72.51,72.51,42.03,11.79,61.47,59.04,37.99,48.66,34.8204
2016-03-04,38.09,75.99,75.99,41.5,11.88,61.26,58.7,37.93,48.86,33.9702
2016-03-07,38.17,76.24,76.24,41.48,11.58,59.25,58.0,38.13,50.07,33.4896
2016-03-08,37.49,74.39,74.39,41.59,10.66,59.81,57.6,38.09,46.44,32.6764
2016-03-09,37.14,74.7,74.7,42.32,10.81,58.33,57.07,37.98,47.44,32.8982
2016-03-10,36.87,75.08,75.08,42.26,10.88,58.88,57.52,38.31,47.89,32.3807
2016-03-11,37.75,78.43,78.43,43.33,11.39,60.08,57.59,38.36,49.88,34.155
2016-03-14,37.63,76.01,76.01,43.82,11.15,60.81,58.65,38.32,48.19,35.1346
2016-03-15,37.49,76.98,76.98,43.62,10.85,61.4,59.08,38.52,45.61,34.2104
2016-03-16,37.17,77.11,77.11,44.15,10.72,61.86,59.67,38.77,46.13,35.1068
2016-03-17,37.38,77.49,77.49,43.6,10.87,63.18,59.55,39.12,46.0,36.4006
2016-03-18,38.15,77.62,77.62,44.5,11.14,62.99,59.7,38.56,49.02,36.4375
2016-03-21,38.13,78.05,78.05,44.99,11.53,64.72,59.1,38.92,49.29,37.0659
2016-03-22,37.86,78.02,78.02,44.61,11.44,64.9,59.38,38.63,51.34,37.1399
2016-03-23,37.52,76.7,76.7,44.43,10.65,62.44,58.83,38.54,48.72,36.225
2016-03-24,37.28,77.43,77.43,44.06,10.5,61.65,58.36,38.88,48.12,35.6058
2016-03-28,37.34,76.46,76.46,43.81,10.38,61.34,58.96,39.07,48.08,35.5412
2016-03-29,36.97,77.16,77.16,44.64,10.45,61.49,59.55,39.45,48.32,36.0032
2016-03-30,37.14,79.03,79.03,44.98,10.48,62.04,60.01,39.37,46.14,35.3471
2016-03-31,36.83,77.18,77.18,44.8,10.47,61.47,59.7,39.17,47.24,36.0679
2016-04-01,36.93,76.77,76.77,44.56,11.03,61.59,61.02,39.05,46.6,36.225
2016-04-04,37.04,74.51,74.51,44.11,10.8,59.97,60.25,39.36,46.27,34.9682
2016-04-05,36.52,73.8,73.8,43.63,10.4,59.67,60.04,39.19,44.13,33.7022
2016-04-06,36.97,76.69,76.69,43.67,10.47,60.31,60.83,38.64,44.72,34.5154
2016-04-07,35.67,79.07,79.07,43.65,10.51,60.3,61.17,38.59,43.25,34.192
2016-04-08,35.49,81.05,81.05,44.5,10.72,59.42,61.04,38.5,43.1,34.3675
2016-04-11,35.86,80.58,80.58,44.37,10.45,57.92,60.9,38.39,44.23,34.4045
2016-04-12,36.13,82.05,82.05,44.65,10.17,58.55,59.5,38.67,43.97,35.0606
2016-04-13,37.78,81.4,81.4,45.84,10.88,59.58,60.21,38.25,44.8,36.1418
2016-04-14,38.06,81.73,81.73,46.71,10.4,59.49,60.13,38.42,41.82,35.4025
2016-04-15,37.85,80.11,80.11,47.04,10.69,59.5,60.51,38.48,40.49,35.689
2016-04-18,38.31,81.82,81.82,47.1,10.89,59.57,60.89,38.65,41.03,36.0494
2016-04-19,38.84,82.3,82.3,47.13,10.72,59.56,60.9,38.92,41.32,36.7702
2016-04-20,39.72,83.45,83.45,47.05,10.75,59.62,60.9,38.72,43.28,36.5484
2016-04-21,40.7,82.55,82.55,47.73,10.65,60.08,60.64,37.86,43.35,36.4191
2016-04-22,41.06,83.68,83.68,47.25,10.66,59.43,57.68,38.07,43.66,37.6481
2016-04-25,40.67,84.48,84.48,46.85,10.55,59.21,57.77,38.21,43.34,36.724000000000004
2016-04-26,41.23,86.51,86.51,46.18,11.51,59.54,57.72,38.09,44.54,37.7036
2016-04-27,41.28,88.43,88.43,45.57,11.56,59.27,56.9,38.72,46.08,38.4706
2016-04-28,40.64,86.88,86.88,44.06,11.62,58.54,56.42,38.64,46.06,38.5815
2016-04-29,40.24,86.58,86.58,44.61,10.75,58.94,56.23,38.82,40.865,38.6739
2016-05-02,40.77,87.61,87.61,44.01,10.62,59.59,57.36,39.1,40.85,38.1841
2016-05-03,39.81,84.9,84.9,43.14,10.36,59.52,56.25,38.91,39.36,36.8996
2016-05-04,39.28,84.17,84.17,41.66,10.0,59.11,56.39,38.88,39.6,36.0032
2016-05-05,39.4,87.68,87.68,41.53,10.06,58.19,56.25,38.74,38.13,37.1399
2016-05-06,39.53,85.46,85.46,41.73,9.99,58.43,56.31,38.99,37.27,37.796
2016-05-09,39.37,85.73,85.73,42.19,9.87,58.72,56.64,38.86,36.96,38.4151
2016-05-10,40.24,87.41,87.41,42.85,10.09,59.2,57.49,39.31,38.37,39.2099
2016-05-11,39.87,86.49,86.49,42.11,10.1,57.01,56.23,39.18,36.74,39.5333
2016-05-12,39.74,87.14,87.14,41.22,9.63,57.99,56.3,39.55,36.36,39.2838
2016-05-13,39.44,85.49,85.49,41.56,9.56,57.31,55.82,39.15,35.44,39.33
2016-05-16,39.74,86.58,86.58,42.23,9.68,57.14,55.53,39.28,35.57,39.63
2016-05-17,39.84,86.94,86.94,42.2,9.67,57.1,54.88,39.11,36.75,37.97
2016-05-18,41.14,86.93,86.93,42.9,10.05,56.12,54.8,38.45,38.46,37.4
2016-05-19,40.83,86.93,86.93,42.17,10.07,57.04,54.55,38.44,38.37,37.0
2016-05-20,41.07,87.02,87.02,42.19,10.8,56.48,54.62,38.45,39.56,37.9
2016-05-23,40.97,86.84,86.84,42.21,11.14,55.99,54.6,38.32,40.46,38.05
2016-05-24,41.68,87.97,87.97,42.8,11.49,56.59,55.44,38.5,42.28,38.69
2016-05-25,42.21,89.74,89.74,42.53,11.6,55.99,55.15,38.62,44.15,39.4
2016-05-26,42.03,91.91,91.91,41.79,11.95,55.84,55.29,38.84,44.38,39.32
2016-05-27,42.27,92.86,92.86,42.33,12.31,56.19,55.15,38.99,44.99,39.78
2016-05-31,42.06,90.95,90.95,42.48,12.72,55.22,54.89,39.15,46.54,39.61
2016-06-01,42.25,91.53,91.53,42.54,13.09,54.93,54.82,38.73,47.63,39.59
2016-06-02,42.16,92.42,92.42,42.17,13.11,54.53,54.62,38.84,48.38,39.87
2016-06-03,41.52,90.11,90.11,41.69,12.86,53.45,54.61,39.21,47.77,39.74
2016-06-06,42.39,90.87,90.87,41.77,12.77,54.3,55.59,39.34,48.02,40.24
2016-06-07,42.04,94.59,94.59,43.07,13.0,53.55,55.3,39.79,49.74,40.16
2016-06-08,42.06,93.13,93.13,43.5,12.58,54.12,55.22,39.86,49.26,40.47
