Symbol,Date,Close
L,1/2/2018,57.99
L,1/3/2018,57.41
L,1/4/2018,57.42
L,1/5/2018,57.42
L,1/8/2018,56.86
L,1/9/2018,57.37
L,1/10/2018,57.09
L,1/11/2018,56.78
L,1/12/2018,56.97
L,1/15/2018,57.38
L,1/16/2018,57.45
L,1/17/2018,57.95
L,1/18/2018,58.51
L,1/19/2018,58.17
L,1/22/2018,58.56
L,1/23/2018,58.62
L,1/24/2018,58.56
L,1/25/2018,58.41
L,1/26/2018,58.93
L,1/29/2018,58.52
L,1/30/2018,56.67
L,1/31/2018,56.33
L,2/1/2018,55.36
L,2/2/2018,54.97
L,2/5/2018,54.84
L,2/6/2018,54.73
L,2/7/2018,54.91
L,2/8/2018,53.98
L,2/9/2018,54.1
L,2/12/2018,54.91
L,2/13/2018,54.4
L,2/14/2018,54.54
L,2/15/2018,54.72
L,2/16/2018,55.7
L,2/20/2018,55.6
L,2/21/2018,55.22
L,2/22/2018,54.24
L,2/23/2018,54.84
L,2/26/2018,55.28
L,2/27/2018,55.95
L,2/28/2018,55.73
L,3/1/2018,54.97
L,3/2/2018,54.75
L,3/5/2018,55.19
L,3/6/2018,55.77
L,3/7/2018,55.45
L,3/8/2018,55.83
L,3/9/2018,56.22
L,3/12/2018,56.61
L,3/13/2018,56.58
L,3/14/2018,56.41
L,3/15/2018,55.98
L,3/16/2018,55.64
L,3/19/2018,55.99
L,3/20/2018,56.28
L,3/21/2018,55.73
L,3/22/2018,54.99
L,3/23/2018,54.02
L,3/26/2018,54.25
L,3/27/2018,53.67
L,3/28/2018,54.53
L,3/29/2018,55.03
L,4/2/2018,54.49
L,4/3/2018,54.33
L,4/4/2018,54.6
L,4/5/2018,54.62
L,4/6/2018,54.2
L,4/9/2018,55.35
L,4/10/2018,54.28
L,4/11/2018,53.91
L,4/12/2018,53.97
L,4/13/2018,53.51
L,4/16/2018,53.64
L,4/17/2018,53.77
L,4/18/2018,54.73
L,4/19/2018,55.23
L,4/20/2018,55.33
L,4/23/2018,55.99
L,4/24/2018,54.56
L,4/25/2018,55.06
L,4/26/2018,55.36
L,4/27/2018,55.77
L,4/30/2018,55.21
L,5/1/2018,55.43
L,5/2/2018,55.33
L,5/3/2018,54.66
L,5/4/2018,54.76
L,5/7/2018,55.01
L,5/8/2018,55.47
L,5/9/2018,55.23
L,5/10/2018,56.07
L,5/11/2018,55.64
L,5/14/2018,55.95
L,5/15/2018,55.95
L,5/16/2018,55.59
L,5/17/2018,55.43
L,5/18/2018,55.61
L,5/22/2018,55.4
L,5/23/2018,55.69
L,5/24/2018,55.44
L,5/25/2018,55.77
L,5/28/2018,55.41
L,5/29/2018,55.86
L,5/30/2018,56.35
L,5/31/2018,56.69
L,6/1/2018,56.75
L,6/4/2018,56.5
L,6/5/2018,56.42
L,6/6/2018,55.47
L,6/7/2018,54.52
L,6/8/2018,55.27
L,6/11/2018,55.5
L,6/12/2018,55.77
L,6/13/2018,55.46
L,6/14/2018,55.61
L,6/15/2018,55.99
L,6/18/2018,56.37
L,6/19/2018,55.99
L,6/20/2018,57.45
L,6/21/2018,56.97
L,6/22/2018,57.01
L,6/25/2018,57.01
L,6/26/2018,57.48
L,6/27/2018,57.77
L,6/28/2018,57.11
L,6/29/2018,57.15
L,7/3/2018,56.81
L,7/4/2018,56.73
L,7/5/2018,56.1
L,7/6/2018,56.6
L,7/9/2018,56.65
L,7/10/2018,56.91
L,7/11/2018,57.58
L,7/12/2018,58.52
L,7/13/2018,58.49
L,7/16/2018,58.75
L,7/17/2018,58.95
L,7/18/2018,58.61
L,7/19/2018,58.84
L,7/20/2018,58.61
L,7/23/2018,58.67
L,7/24/2018,58.13
L,7/25/2018,57.94
L,7/26/2018,58.87
L,7/27/2018,58.6
L,7/30/2018,58.12
L,7/31/2018,58.15
L,8/1/2018,57.43
L,8/2/2018,57.49
L,8/3/2018,57.53
L,8/7/2018,56.89
L,8/8/2018,57.25
L,8/9/2018,57.63
L,8/10/2018,56.72
L,8/13/2018,56.94
L,8/14/2018,58.13
L,8/15/2018,57.7
L,8/16/2018,58.34
L,8/17/2018,58.6
L,8/20/2018,58.2
L,8/21/2018,58.16
L,8/22/2018,57.55
L,8/23/2018,57.84
L,8/24/2018,57.52
L,8/27/2018,57.47
L,8/28/2018,57.31
L,8/29/2018,57.36
L,8/30/2018,57.48
L,8/31/2018,57.07
L,9/4/2018,56
L,9/5/2018,58.56
L,9/6/2018,57.54
L,9/7/2018,57.32
L,9/10/2018,57.25
L,9/11/2018,57.91
L,9/12/2018,57.48
L,9/13/2018,57.01
L,9/14/2018,56.18
L,9/17/2018,56.43
L,9/18/2018,57.62
L,9/19/2018,57.64
L,9/20/2018,58.02
L,9/21/2018,57.62
L,9/24/2018,57.29
L,9/25/2018,56.38
L,9/26/2018,56.32
L,9/27/2018,56.27
L,9/28/2018,56.1
L,10/1/2018,55.12
L,10/2/2018,54.95
L,10/3/2018,54.7
L,10/4/2018,54.35
L,10/5/2018,53.83
L,10/9/2018,54.04
L,10/10/2018,53.47
L,10/11/2018,52.98
L,10/12/2018,53.71
L,10/15/2018,53.75
L,10/16/2018,53.97
L,10/17/2018,54.31
L,10/18/2018,54.56
L,10/19/2018,55.72
L,10/22/2018,55.29
L,10/23/2018,55.36
L,10/24/2018,55.5
L,10/25/2018,54.92
L,10/26/2018,54.64
L,10/29/2018,54.92
L,10/30/2018,55.44
L,10/31/2018,55.66
L,11/1/2018,55.12
L,11/2/2018,52.1
L,11/5/2018,54.59
L,11/6/2018,55.31
L,11/7/2018,56.81
L,11/8/2018,57.7
L,11/9/2018,58.33
L,11/12/2018,58.88
L,11/13/2018,58.6
L,11/14/2018,58.71
L,11/15/2018,58.87
L,11/16/2018,58.75
L,11/19/2018,58.79
L,11/20/2018,58.55
L,11/21/2018,60.37
L,11/22/2018,60.04
L,11/23/2018,61
L,11/26/2018,61.02
L,11/27/2018,61.13
L,11/28/2018,60.59
L,11/29/2018,61.33
L,11/30/2018,61.29
L,12/3/2018,61.46
L,12/4/2018,61.25
L,12/5/2018,62.07
L,12/6/2018,62.03
L,12/7/2018,61.01
L,12/10/2018,62.34
L,12/11/2018,61.72
L,12/12/2018,61.79
L,12/13/2018,62.08
L,12/14/2018,60.7
L,12/17/2018,60.94
L,12/18/2018,61
L,12/19/2018,61.13
L,12/20/2018,60.42
L,12/21/2018,60.69
L,12/24/2018,60.44
L,12/27/2018,60.74
L,12/28/2018,60.6
L,12/31/2018,61.11
L,1/2/2019,61.05
L,1/3/2019,60.67
L,1/4/2019,60.8
L,1/7/2019,61.37
L,1/8/2019,61.85
L,1/9/2019,62.48
L,1/10/2019,62.89
L,1/11/2019,63.86
L,1/14/2019,64.07
L,1/15/2019,64.62
L,1/16/2019,64.18
L,1/17/2019,64.3
L,1/18/2019,63.63
L,1/21/2019,63.7
L,1/22/2019,63.93
L,1/23/2019,63.44
L,1/24/2019,63.27
L,1/25/2019,63.2
L,1/28/2019,63.56
L,1/29/2019,63.41
L,1/30/2019,63.1
L,1/31/2019,63.63
L,2/1/2019,63.96
L,2/4/2019,64.52
L,2/5/2019,66.05
L,2/6/2019,66.57
L,2/7/2019,66.54
L,2/8/2019,66.63
L,2/11/2019,66.36
L,2/12/2019,66.96
L,2/13/2019,66.52
L,2/14/2019,66.85
L,2/15/2019,66.72
L,2/19/2019,66.69
L,2/20/2019,66.54
L,2/21/2019,65.5
L,2/22/2019,64.09
L,2/25/2019,64.95
L,2/26/2019,65.41
L,2/27/2019,65.64
L,2/28/2019,65.54
L,3/1/2019,64.89
L,3/4/2019,65.32
L,3/5/2019,64.77
L,3/6/2019,64.97
L,3/7/2019,65.21
L,3/8/2019,64.78
L,3/11/2019,64.96
L,3/12/2019,65
L,3/13/2019,64.9
L,3/14/2019,65.01
L,3/15/2019,65.66
L,3/18/2019,65.47
L,3/19/2019,65.13
L,3/20/2019,64.69
L,3/21/2019,65.73
L,3/22/2019,65.63
L,3/25/2019,65.86
L,3/26/2019,65.54
L,3/27/2019,66.03
L,3/28/2019,66.46
L,3/29/2019,65.92
L,4/1/2019,65.96
L,4/2/2019,66.57
L,4/3/2019,66.98
L,4/4/2019,66.87
L,4/5/2019,66.6
L,4/8/2019,66.48
L,4/9/2019,66.5
L,4/10/2019,66.67
L,4/11/2019,66.54
L,4/12/2019,66.4
L,4/15/2019,66.34
L,4/16/2019,66.18
L,4/17/2019,65.85
L,4/18/2019,66.36
L,4/22/2019,66.32
L,4/23/2019,66.06
L,4/24/2019,64.88
L,4/25/2019,65.36
L,4/26/2019,65.12
L,4/29/2019,65.31
L,4/30/2019,65.63
L,5/1/2019,64.34
L,5/2/2019,65.25
L,5/3/2019,65.23
L,5/6/2019,66.03
L,5/7/2019,67.43
L,5/8/2019,67.55
L,5/9/2019,68.37
L,5/10/2019,67.97
L,5/13/2019,67.79
L,5/14/2019,69.11
L,5/15/2019,69.06
L,5/16/2019,70.21
L,5/17/2019,69.97
L,5/21/2019,69.79
L,5/22/2019,69.91
L,5/23/2019,70
L,5/24/2019,69.96
L,5/27/2019,70.38
L,5/28/2019,70.79
L,5/29/2019,69.58
L,5/30/2019,69.34
L,5/31/2019,69.36
L,6/3/2019,69.43
L,6/4/2019,69.84
L,6/5/2019,70.71
L,6/6/2019,70.65
L,6/7/2019,70.75
L,6/10/2019,70.27
L,6/11/2019,69.95
L,6/12/2019,70.3
L,6/13/2019,69.48
L,6/14/2019,69.42
L,6/17/2019,70.04
L,6/18/2019,70.12
L,6/19/2019,70.29
L,6/20/2019,69.59
L,6/21/2019,67.34
L,6/24/2019,67.2
L,6/25/2019,67
L,6/26/2019,66.61
L,6/27/2019,67.04
L,6/28/2019,67.05
L,7/2/2019,66.73
L,7/3/2019,67.24
L,7/4/2019,67.15
L,7/5/2019,67.03
L,7/8/2019,66.76
L,7/9/2019,67.05
L,7/10/2019,67.31
L,7/11/2019,67.59
L,7/12/2019,67.08
L,7/15/2019,67.15
L,7/16/2019,66.86
L,7/17/2019,66.91
L,7/18/2019,66.91
L,7/19/2019,66.86
L,7/22/2019,67.19
L,7/23/2019,67.86
L,7/24/2019,66.41
L,7/25/2019,66.8
L,7/26/2019,68.03
L,7/29/2019,68.84
L,7/30/2019,68.31
L,7/31/2019,68.48
L,8/1/2019,68.95
L,8/2/2019,68.81
L,8/6/2019,68.89
L,8/7/2019,69.32
L,8/8/2019,69.76
L,8/9/2019,70.51
L,8/12/2019,70.7
L,8/13/2019,71.24
L,8/14/2019,70.51
L,8/15/2019,70.99
L,8/16/2019,71.98
L,8/19/2019,72.29
L,8/20/2019,72.25
L,8/21/2019,72.2
L,8/22/2019,71.82
L,8/23/2019,71
L,8/26/2019,71.22
L,8/27/2019,71.61
L,8/28/2019,71.82
L,8/29/2019,72.67
L,8/30/2019,72.87
L,9/3/2019,73.15
L,9/4/2019,73.77
L,9/5/2019,74.25
L,9/6/2019,74.22
L,9/9/2019,74.5
L,9/10/2019,73.94
L,9/11/2019,72.65
L,9/12/2019,72.24
L,9/13/2019,72.44
L,9/16/2019,71.92
L,9/17/2019,72.21
L,9/18/2019,73.19
L,9/19/2019,73.27
L,9/20/2019,74.88
L,9/23/2019,75.05
L,9/24/2019,75.77
L,9/25/2019,75.68
L,9/26/2019,75.06
L,9/27/2019,74.75
L,9/30/2019,75.46
L,10/1/2019,74.81
L,10/2/2019,74.88
L,10/3/2019,75.2
L,10/4/2019,74.85
L,10/7/2019,75.11
L,10/8/2019,74.03
L,10/9/2019,74.15
L,10/10/2019,73.43
L,10/11/2019,73.01
L,10/15/2019,72.6
L,10/16/2019,71.62
L,10/17/2019,71.5
L,10/18/2019,71.22
L,10/21/2019,71.42
L,10/22/2019,70.77
L,10/23/2019,69.85
L,10/24/2019,69.22
L,10/25/2019,69.6
L,10/28/2019,69.8
L,10/29/2019,69.68
L,10/30/2019,70.15
L,10/31/2019,70.24
L,11/1/2019,69.9
L,11/4/2019,69.11
L,11/5/2019,68.97
L,11/6/2019,69.79
L,11/7/2019,70.29
L,11/8/2019,70.6
L,11/11/2019,70.31
L,11/12/2019,70.31
L,11/13/2019,70.86
L,11/14/2019,69.28
L,11/15/2019,69.68
L,11/18/2019,70.19
L,11/19/2019,70.26
L,11/20/2019,70.47
L,11/21/2019,70.74
L,11/22/2019,70.55
L,11/25/2019,71.01
L,11/26/2019,71.6
L,11/27/2019,71.68
L,11/28/2019,72.03
L,11/29/2019,71.6
L,12/2/2019,71.84
L,12/3/2019,72.05
L,12/4/2019,71.55
L,12/5/2019,71.74
L,12/6/2019,72.1
L,12/9/2019,71.96
L,12/10/2019,71.9
L,12/11/2019,71.69
L,12/12/2019,70.22
L,12/13/2019,69.25
L,12/16/2019,69.42
L,12/17/2019,69.3
L,12/18/2019,68.78
L,12/19/2019,67.66
L,12/20/2019,67.9
L,12/23/2019,67.68
L,12/24/2019,67.67
L,12/27/2019,67.78
L,12/30/2019,67.33